,SS02232_35c_r14,SS02232_35c_r09,SS02232_35c_r05,SS02232_35c_r02,SS02232_35c_r04,SS02232_35c_r13,SS02232_35c_r12,SS02232_35c_r03,SS02232_35c_r06,SS02232_35c_r10,SS02232_35c_r08,SS02232_35c_r01,SS02232_35c_r07,SS02232_35c_r11,SS00238_r6,SS00238_r3,SS00238_r2,SS00238_r4,SS00238_r1,SS00238_r7,SS00238_r5,50pg_CBqRNA_r3,50pg_CBqRNA_r5,50pg_CBqRNA_r1,50pg_CBqRNA_r2,50pg_CBqRNA_r6,50pg_CBqRNA_r4,50pg_CBqRNA_r7,50pg_CBqRNA_r8
FBgn0036913,0,8.387156296,0,65.54364581,1.734990596,10.48796043,8.830140474,0,2.237191519,0,0.523411681,0,0.469523246,0,2.244129438,2.922988543,2.309459488,0.584612113,1.523663863,0.117474924,3.067373635,13.74034264,6.703323691,4.057065054,8.302889406,19.28685772,25.64234063,6.64936944,9.506897594
FBgn0036915,20.47572246,89.03288991,30.92757248,74.4814157,0,85.92059888,155.6721061,51.21818889,19.23984707,0,0,11.06108021,135.6922181,0,25.43346696,52.61379377,17.32094616,32.54340761,13.31201059,18.56103791,0.175278493,46.5644945,34.12601152,75.46141001,36.67109487,39.64520754,38.97635776,39.2312797,71.30173195
FBgn0036916,23.33280001,56.77459646,6.064229897,0,0,25.00975179,0.32704224,29.18245646,0,0,0,0,0.469523246,0,18.38048873,5.532799742,8.990395865,16.17426845,17.40184517,16.44648929,0.175278493,10.68693316,30.46965314,0,3.459537252,26.25155634,9.231242628,3.32468472,16.97660285
FBgn0036918,88.09322454,78.71023601,43.05603227,139.4292102,120.2926813,58.49054853,92.55295386,92.31185207,140.0481891,179.5558238,106.7759829,119.3674906,126.3017532,40.10039681,109.6417525,71.19564951,73.90270363,94.77211917,48.99782212,50.63169203,102.0120832,38.16761844,45.09508665,68.97010592,92.02369091,51.96736664,58.46453664,57.84951413,40.06478272
FBgn0036919,123.3305144,83.22639709,23.6504966,0,156.7274839,0.403383093,0.32704224,41.09366318,17.89753215,0.415638481,21.98329061,71.89702134,9.390464922,38.73333783,21.69325123,11.58756172,6.515974985,24.61866564,10.42506854,13.15719143,20.68286222,32.82415186,21.3287572,37.3249985,11.07051921,13.92939724,52.31037489,19.94810832,33.27414158
FBgn0036920,68.56986126,98.06521208,192.8425107,1.787553977,144.0042195,6.454129493,103.67239,113.1564638,71.14269031,0.415638481,0.523411681,66.82735958,82.63609131,0,61.9807178,16.18082943,55.59198911,39.10405466,58.21999814,17.62123853,45.83532603,77.09858925,34.12601152,45.43912861,40.13063213,91.07682813,46.15621314,81.78724412,24.4463081
FBgn0036921,329.9924573,38.06478627,166.7663222,0.595851326,55.51969908,32.67403056,115.1188684,47.04926654,119.4660271,77.72439594,53.38799147,94.94093844,66.2027777,190.9325712,58.13363876,58.14659351,62.85029036,54.36892649,33.52060499,91.27801557,49.86673138,119.0829695,151.7388726,189.0592315,159.1387136,124.8288291,207.1901123,140.9666321,194.2123366
FBgn0036922,3.809436737,9.677488034,2.425691959,96.52791474,9.831613379,95.19841003,114.4647839,80.99620569,63.98367745,93.51865822,62.80940173,8.295810155,46.48280136,51.94824132,7.373568152,32.57044376,15.34140946,11.62728535,18.6047377,22.67266024,4.995437063,70.22841793,63.37687853,56.79891076,8.994796856,36.43073125,61.54161752,20.61304526,12.22315405
FBgn0036923,0,0,0,0.595851326,0,0,0,0,0,0,0,0,0,0,4.595122182,2.296633855,0.082480696,8.639267889,0.16038567,4.34657217,7.887532204,0,0,0,0,0,0,0,0
FBgn0036924,0,0,0,0.595851326,0,0,0,0,0.447438304,0,0,0,0,0,0,0,0,0,0.080192835,0,0,0,0,0,0,0,0,0,0
FBgn0036925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748043146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036926,871.4086535,1216.137663,888.40968,532.0952337,582.3785102,1063.317834,774.1089816,627.1250337,671.1574558,830.445685,671.5371868,595.4548178,546.5250585,1010.712274,972.1354997,1028.370005,945.311257,948.17589,765.6811876,855.452393,718.4665446,519.0796108,654.4881494,741.6314919,628.9438725,663.7893532,597.9793836,595.1185649,640.3574593
FBgn0036927,286.6601144,191.6142631,168.5855911,143.6001695,106.4127566,170.2276654,178.5650629,75.63616266,113.6493292,101.8314278,190.5218519,86.64512829,235.2311463,127.5921717,396.8903205,434.7945457,497.7710004,637.6819012,458.1416658,534.6283769,573.7741482,489.3088684,540.5316467,671.849973,579.126536,518.0664282,563.1058003,504.6871405,520.8421753
FBgn0036928,148.0918531,361.2928866,332.9262214,62.56438918,308.249996,186.7663722,312.325339,307.9046937,213.8755092,189.5311473,123.0017451,283.9010586,302.8424937,257.462775,175.683276,255.8658899,180.962647,173.0451854,162.4706835,175.8599605,157.0495301,396.9432318,322.9783233,285.6173798,478.7999557,308.5897235,388.737884,355.0763281,347.6808263
FBgn0036929,44.28470206,7.096824558,0,0.595851326,0.578330199,0,18.64140767,44.07146486,4.026944735,54.86427949,0,0,0.939046492,0,3.526489116,18.0598935,11.71225883,0.064956901,5.854076948,8.458194493,0.087639247,25.19062817,2.437572251,5.679891076,2.767629802,17.14387353,7.179855377,7.979243328,18.33473107
FBgn0036931,0,0,0,0,0,0,35.97464638,13.69788773,0,2.078192405,0,62.21857616,0,10.93647186,2.671582664,2.505418751,7.505743337,3.702543381,11.62796106,12.33486697,0.26291774,0,0,1.622826022,0,0.535746048,0,6.64936944,2.037192342
FBgn0036932,5.237975513,0,26.07618856,0,20.81988716,79.46646939,77.83605307,10.12452571,11.6333959,39.90129417,38.20905272,35.02675399,24.88473204,35.99921987,24.15110728,15.2412974,13.77427623,19.48707043,19.88782305,13.03971651,32.77707827,58.7781324,41.43872827,53.55325872,65.03930034,58.93206526,37.95066414,19.28317138,34.63226981
FBgn0036934,0,0,0,0,0,0,0,0,0.447438304,0,0,3.226148394,0,0,0,0,0,0.194870704,0.080192835,0,0,5.343466582,19.50057801,12.98260817,35.97918742,12.85790515,13.33401713,11.96886499,21.05098753
FBgn0036935,1679.961601,1683.882918,925.4014823,695.3584969,738.5276638,1047.989276,997.1517891,1303.681575,942.7525062,1117.651875,759.4703493,1088.594644,857.8189706,1538.852728,117.5496372,69.73415524,41.57027079,82.1055234,43.14374518,104.9051067,92.10884829,314.5011759,366.8546238,353.7760727,318.2774272,286.0883895,311.8108621,275.9488318,409.4756606
FBgn0036936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.922988543,0,1.104267324,0,0,0,0,0,0,0,0,0,5.984432496,0
FBgn0036937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.26704738,0,3.245652043,0,0,7.179855377,1.994810832,5.432512911
FBgn0036945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.485977882,0,0,83.96876057,107.2531791,76.27282302,55.35259604,83.57638346,87.18395815,67.82356829,119.515284
FBgn0036947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036958,117.6163592,120.0008516,120.678175,316.3970539,130.7026249,164.5803021,227.2943567,343.6383138,186.1343344,312.5601377,205.177379,111.5325588,174.1931243,167.2368822,135.1820828,128.2983185,167.2708515,107.3088011,107.1376274,107.3720801,112.966989,79.38864635,96.89349698,77.08423603,98.25085797,67.50400202,28.71942151,77.13268551,80.12956543
FBgn0036959,9.999771434,0,0,1.787553977,28.33817974,0,0,0,0,0,0,0,0.939046492,0,0.106863307,1.148316928,6.268532897,7.599957466,3.127520561,0.352424771,0.26291774,33.58750423,5.484537565,1.622826022,9.686704306,1.071492096,10.25693625,9.309117216,12.22315405
FBgn0036962,0,71.61341145,0,0,0,5.647363307,27.79859038,0,0.894876608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036964,0.476179592,0.645165869,0,0.595851326,3.469981193,15.32855755,138.0118252,30.96913747,63.08880084,49.87661772,0,29.95709223,0,15.0376488,49.15712101,50.63033726,29.94049265,34.23228705,26.22305701,15.5066899,26.90524874,25.95398054,35.34479764,33.26793344,16.60577881,25.18006425,53.33606852,45.88064914,14.26034639
FBgn0036967,110.949845,180.0012774,130.9873658,104.273982,60.72467087,156.5126402,162.5399932,199.5127125,49.66565173,80.63386531,20.41305556,68.67087295,153.5341015,88.40314752,91.26126379,79.4426529,86.10984664,39.94849437,78.18801403,91.74791526,100.6098552,66.41165609,51.18901727,59.23314979,74.72600465,56.25333502,92.31242628,60.50926191,48.8926162
FBgn0036969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036973,0.476179592,0,0,88.18599618,74.60459564,15.32855755,0,0,28.18861314,89.77791189,17.27258548,22.12216041,20.18949958,0,36.44038753,11.58756172,15.34140946,8.119612678,9.222176013,6.69607064,17.08965311,3.816761844,0.609393063,14.6054342,10.37861176,2.678730239,6.154161752,5.319495552,1.358128228
FBgn0036974,138.0920817,423.22881,116.433214,79.84407763,87.90619022,209.7592085,189.0304146,106.0097398,41.16432395,89.36227341,64.37963677,58.07067108,72.3065799,216.4510055,117.6565005,112.326274,74.06766502,69.43892762,67.28178848,112.3060269,89.91786713,95.4190461,79.22109816,80.32988807,101.0184878,75.54019274,70.77286015,73.80800079,84.88301423
FBgn0036975,0,2.580663476,0,4.766810604,2.313320795,65.34806112,6.540844796,1.191120672,3.579506431,0,37.16222936,37.79202404,30.98853424,0.455686327,3.847079036,12.00513152,0,0,4.009641745,3.641722629,0,5.343466582,25.59450864,11.35978215,7.610981955,18.75111167,15.38540438,13.96367582,0
FBgn0036977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036980,83.33142861,76.12957253,95.20840939,68.52290244,68.24296346,148.0415953,138.9929519,79.80508501,89.04022247,119.288244,27.21740742,100.9323569,30.519011,117.5670725,35.69234439,62.00911409,24.16684393,54.17405578,53.72919938,35.59490182,31.11193258,53.43466582,76.17413285,56.79891076,55.35259604,87.86235184,58.46453664,52.53001858,44.1391674
FBgn0036984,75.71255514,125.1621786,8.489921856,32.17597158,23.71153815,76.64278773,57.23239196,29.7780168,16.55521724,41.5638481,14.13211539,37.79202404,22.53711581,24.15137535,39.32569681,50.52594481,35.30173789,31.50409719,39.5350676,40.9987483,42.68031315,120.6096743,132.8476877,86.00977915,92.71559836,70.18273226,137.4429458,94.42104605,63.8320267
FBgn0036985,0,0,0,0,0.578330199,0,0,0,0,0,0,0,0,0,0,0.104392448,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036986,76.18873473,174.8399505,76.40929671,154.9213446,132.4376155,166.5972175,133.4332338,108.3919811,114.5442058,62.34577215,87.93316242,178.8207967,152.595055,106.6306006,45.7374952,60.65201226,106.4000979,93.40802424,66.31947446,134.7437373,75.28211293,58.7781324,103.5968207,73.02717098,114.1647293,103.3989872,90.26103903,107.7197849,84.88301423
FBgn0036987,0,0,0,0,0,20.57253776,0,29.18245646,13.87058742,87.69971949,0,0,0,0,6.946114926,18.47746329,6.433494289,11.62728535,23.57669346,6.226170946,15.59978591,15.26704738,7.312716753,31.64510742,34.59537252,12.85790515,19.48817888,15.29354971,8.148769366
FBgn0036988,24.2851592,48.38744017,32.74684145,29.79256628,1.734990596,0,29.76084382,28.58689612,8.948766077,0,13.08529203,18.89601202,12.67712764,2.278431637,11.54123711,3.340558335,6.351013593,7.145259156,10.18449003,3.994147399,0,12.97699027,9.140895942,7.302717098,2.075722351,15.00088934,9.231242628,12.63380194,4.074384683
FBgn0036990,60.95098779,92.25871926,4.851383918,34.55937688,156.7274839,63.73452875,65.40844796,50.02706822,44.29639208,0,108.8696297,27.19182217,83.57513781,75.64393035,78.75825693,99.9035727,52.45772266,82.4952648,59.66346916,85.05184462,32.51416053,83.96876057,119.4410403,38.13641151,130.0786007,61.07504945,51.28468127,77.79762245,121.5524764
FBgn0036991,0,0,0,0,0,45.58228955,0,0,23.2667918,49.46097924,41.34952281,0,0,29.61961128,4.595122182,6.15915443,2.0620174,7.729871269,0,4.933946787,3.768487609,31.29744712,3.656358377,0.811413011,17.98959371,12.85790515,3.077080876,7.979243328,12.22315405
FBgn0036992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104392448,3.794112017,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036993,0,0,0,0,0,0,0,0,6.264136254,0,0,0,0,0.911372655,2.030402824,3.444950783,0,7.599957466,1.042506854,0.117474924,2.629177401,0,15.23482657,7.302717098,13.83814901,8.571936765,33.84788964,3.989621664,0
FBgn0036994,0,49.67777191,0,2.383405302,29.49484014,94.79502693,0,0,1.789753215,0,0,0,0,0,4.060805649,0.104392448,6.928378465,5.781164226,1.844435203,3.994147399,5.083076309,17.55710448,9.750289005,0.811413011,5.535259604,0,0,3.32468472,2.037192342
FBgn0036995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0036996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535746048,0,0,0
FBgn0036997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.48807529,31.0790462,31.64510742,0,16.60812748,15.38540438,13.29873888,14.9394105
FBgn0036998,23.33280001,43.22611322,24.25691959,0,35.85647232,0.403383093,12.10056287,89.92961072,69.8003754,34.08235544,21.98329061,23.50479544,0,38.73333783,5.343165327,6.472331773,4.453957585,12.27685437,12.34969657,19.26588746,33.65347074,47.32784687,47.5326589,77.08423603,58.81213329,47.14565221,49.23329402,55.18976635,48.21355208
FBgn0036999,1.904718368,1.290331738,1.819268969,0,2.891650994,37.11124459,18.31436543,32.16025814,38.92713244,0.415638481,2.617058405,1.843513368,0,2.278431637,6.091208473,6.472331773,11.71225883,13.25120789,4.410605919,7.400920181,12.0065768,0,9.750289005,18.66249925,17.29768626,0,12.3083235,9.309117216,4.074384683
FBgn0037000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535746048,0,0,0
FBgn0037001,297.1360655,242.5823667,264.4004235,279.4542717,293.2134108,310.6049819,167.4456268,238.2241344,525.2925687,318.3790764,450.1340457,293.1186255,468.5841996,155.3890376,384.494177,521.4402776,410.4239434,380.1277871,282.5193573,383.5556253,457.6521463,405.3401078,361.9794793,335.9249865,411.684933,341.8059785,386.6864967,348.4269587,327.987967
FBgn0037003,0.952359184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.192241407,3.794112017,0.064956901,0,0,0,0.763352369,14.01604044,3.245652043,0,10.17917491,0,1.329873888,7.469705252
FBgn0037004,0,0,0,0,0,1.21014928,0,0,0,0,0,0,1.408569738,0,0,0.104392448,1.23721044,0,0,0,0,0,3.046965314,1.622826022,0,0,0,0,0
FBgn0037005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037007,29.04695512,61.93592342,117.64606,0,98.89446399,0.806766187,192.300837,79.80508501,173.6060619,24.93830886,49.20069802,8.295810155,20.18949958,28.2525523,4.167668955,16.80718412,22.92963349,14.03069071,1.764242368,4.581522017,21.90981168,154.9605309,132.8476877,111.1635825,157.0629913,113.5781621,182.5734653,77.79762245,80.80862955
FBgn0037008,7.142693881,18.7098102,0,0.595851326,77.49624664,21.78268704,0,30.96913747,0,15.79426228,0,29.95709223,9.390464922,0.911372655,33.23448834,13.25784089,11.21737466,18.05801859,4.651184424,0.234949847,4.469601582,7.633523688,11.57846819,2.434239033,11.76242666,19.82260377,40.00205139,9.309117216,25.80443633
FBgn0037009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.879064063,0.247442088,6.495690142,0,4.111622323,0,1.526704738,8.531502879,4.868478065,5.535259604,3.750222335,9.231242628,4.654558608,1.358128228
FBgn0037010,3.809436737,16.12914672,0.60642299,4.766810604,0.578330199,0,6.213802556,20.84461176,4.026944735,0.831276962,0.523411681,3.226148394,0,8.658040221,1.496086292,7.307471357,6.103571505,19.68194113,0.16038567,10.69021804,8.062810698,2.290057106,0.609393063,0.811413011,7.610981955,2.142984191,11.28262988,15.29354971,6.111577025
FBgn0037011,23.8089796,2.580663476,48.51383918,59.58513256,9.831613379,3.63044784,103.0183055,33.35137881,96.64667363,10.39096202,32.45152423,50.69661761,5.164755707,19.59451208,26.28837341,40.81744715,9.732722129,41.96215832,31.51578412,22.90761008,33.82874923,23.66392343,23.15693639,25.15380334,44.97398428,19.82260377,33.84788964,31.91697331,34.63226981
FBgn0037012,0,0,0,0,20.81988716,0,0,0,0,0,0,0,0,0,0,0,0,3.442715775,0,0,0,5.343466582,7.922109816,19.47391226,0,4.285968382,5.128468127,0,4.074384683
FBgn0037013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037015,320.9450451,421.2933124,92.17629444,184.1180596,164.2457765,148.8483614,218.1371739,193.5571092,109.1749461,408.1569883,199.4198505,28.11357886,261.5244481,520.8494722,68.81996942,83.61835081,72.08812831,107.6335857,29.91192742,102.3206584,56.0891179,296.9440715,174.286416,297.788575,303.7473708,259.3010871,218.4727422,381.0088689,284.5278637
FBgn0037016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.45028553,5.484537565,9.73695613,11.76242666,0.535746048,20.51387251,0,11.54408994
FBgn0037017,0,0,78.83498867,4.766810604,0,27.43005035,0,33.35137881,0,0,1.046823362,14.2872286,5.634278953,0,9.724560896,6.681116669,37.44623599,14.03069071,6.575812462,16.91638899,5.345994049,19.84716159,32.29783233,49.49619366,25.60057567,19.28685772,31.79650238,12.63380194,8.82783348
FBgn0037018,68.09368167,0.645165869,36.38537938,29.19671495,105.8344264,47.59920501,86.33915131,10.72008605,0.447438304,0.415638481,6.804351854,0,25.82377854,0.455686327,36.54725084,23.69708569,3.629150625,7.340129861,10.50526137,7.400920181,1.752784934,40.45767555,36.56358377,20.28532527,20.75722351,9.64342886,32.82219601,28.59228859,48.21355208
FBgn0037019,38.57054696,0,44.87530124,0,0.578330199,0.403383093,0,0,0,0,44.48999289,43.78344248,0,24.15137535,32.48644519,18.16428594,5.443725937,11.17258704,5.613498443,8.223244646,7.18641823,34.3508566,2.437572251,25.15380334,3.459537252,32.14476287,6.154161752,17.95329749,5.432512911
FBgn0037020,59.52244901,96.77488034,1.212845979,14.89628314,1.734990596,3.227064747,15.04394303,18.46237041,10.73851929,50.2922562,45.53681625,7.374053471,0,23.69568903,28.21191293,15.55447475,31.0127417,12.01702676,1.202892523,8.340719569,11.04254509,41.22102792,55.45476871,69.78151893,64.34739289,43.39542987,71.79855377,86.44180272,46.85542385
FBgn0037021,74.76019596,7.096824558,45.48172423,0,6.939962385,89.14766363,23.21999903,31.5646978,8.053889469,27.43213974,14.13211539,35.02675399,1.878092984,1.82274531,7.480431458,6.576724221,5.196283849,2.403405353,1.684049533,1.644648929,1.226949454,11.45028553,10.35968207,23.53097731,31.82774272,17.14387353,20.51387251,18.61823443,22.40911576
FBgn0037022,2.38089796,90.96838752,23.04407361,120.9578191,122.0276719,32.67403056,55.59718077,80.99620569,57.27210289,45.72023291,103.1121012,25.34830881,17.84188335,67.89726278,37.72274721,35.18025496,35.0542958,40.9228479,58.05961247,43.4657217,47.50047172,26.71733291,72.51777447,52.7418457,61.57976309,103.3989872,62.56731114,65.82875746,36.66946215
FBgn0037023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037024,37.61818777,61.93592342,54.57806908,97.12376607,52.62804809,164.5803021,109.2321081,4.764482687,0,34.49799392,3.663881768,90.79303336,0.469523246,30.07529761,55.24832949,39.35595288,55.09710494,48.26297776,23.8974648,61.20443515,14.10991872,46.5644945,74.34595366,67.3472799,86.48843131,95.89854256,83.08118365,42.55596442,38.70665449
FBgn0037025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037026,80.47435106,0,20.01195866,0,16.19324557,1.21014928,17.33323871,7.742284367,6.264136254,14.13170835,15.70235043,8.295810155,9.859988168,1.367058982,9.617697589,8.455788285,5.031322457,3.767500282,0.801928349,4.581522017,5.521272543,22.1372187,11.57846819,23.53097731,11.76242666,12.3221591,7.179855377,18.61823443,14.26034639
FBgn0037027,23.8089796,43.22611322,0.60642299,5.36266193,50.89305749,148.4449783,94.84224954,170.9258164,0.447438304,13.71606987,23.03011397,29.03533554,4.225709215,66.98589013,52.46988352,14.82372761,39.343292,42.54677043,55.97459876,24.90468378,26.37941326,44.27443739,39.61054908,44.6277156,49.81733643,77.14743088,26.66803426,45.21571219,35.99039803
FBgn0037028,54.76065309,1.290331738,203.1517016,36.34693086,86.74952982,11.69810971,71.29520828,29.18245646,102.0159333,87.69971949,192.6154986,53.92276601,34.74472021,182.7302173,38.15020044,67.01995159,67.88161282,53.58944367,31.67616978,42.52592231,56.00147865,60.30483713,39.00115602,41.38206355,54.66068859,46.07416011,86.15826453,76.46774856,38.02759037
FBgn0037030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037031,18.57100409,38.70995214,0,11.32117519,11.56660398,0,9.484224954,0,18.79240876,0,0,16.59162031,0,0,0,15.4500823,12.61954649,17.60332029,12.91104642,8.340719569,2.716816648,15.26704738,33.51661845,10.54836914,22.14103841,24.6443182,12.3083235,13.96367582,8.82783348
FBgn0037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194870704,1.042506854,0,0,0,0,0,0,0,0,0,0
FBgn0037038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664936944,0
FBgn0037044,0,0,30.92757248,32.77182291,0,6.454129493,18.31436543,103.0319381,0,94.76557366,66.4732835,80.65370984,36.6228132,0,35.15802785,49.69080523,54.27229798,33.06306282,46.59203708,46.28511986,9.552677892,47.32784687,41.43872827,24.34239033,24.90866822,60.00355735,42.05343864,46.54558608,53.64606499
FBgn0037045,0,0,0,0,0,0,0,8.933405039,0,0,3.663881768,0,0,0,0.641179839,14.61494271,13.52683415,37.86987353,10.82603271,8.105769722,27.60636271,9.923580794,7.922109816,22.7195643,31.13583527,16.07238143,17.43679163,10.6389911,19.01379519
FBgn0037046,0,0,1.819268969,0,0,0,11.11943615,0.595560336,30.42580466,0,0,0,0,0,0,0,0,0,0,0,0,4.580114213,6.703323691,14.6054342,4.843352153,9.64342886,20.51387251,5.984432496,2.716256455
FBgn0037050,83.33142861,37.4196204,77.0157197,92.95280679,46.2664159,36.3044784,49.38337821,89.92961072,47.87589851,87.69971949,41.34952281,30.41797057,85.45323079,38.2776515,116.4810041,129.342243,81.07852418,92.82341213,81.87688443,107.0196553,55.65092166,35.87756133,49.36083809,51.93043269,43.59016938,50.89587454,57.43884302,11.30392805,57.72044968
FBgn0037051,0,24.51630302,24.86334258,4.766810604,0,48.80935429,28.45267486,18.46237041,49.21821342,65.67087999,11.51505698,32.26148394,52.58660356,65.61883115,13.57163993,34.34511538,21.03257748,10.26319042,19.88782305,25.02215871,42.94323089,25.19062817,32.29783233,30.83369441,13.83814901,29.46603263,38.97635776,37.23646887,23.76724398
FBgn0037057,86.18850617,60.64559168,33.95968743,30.3884176,0,9.277811147,27.47154814,3.573362016,60.85160932,0.415638481,0,21.66128207,24.88473204,123.4909947,23.83051736,1.565886719,10.80497118,3.962370987,0,3.759197552,26.81760949,70.22841793,89.58078023,66.53586689,67.11502269,58.39631921,83.08118365,43.22090136,86.92020657
FBgn0037059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBgn0037060,150.9489307,100.0007097,104.3047542,177.563695,104.677766,171.4378147,83.06872891,83.37844703,117.6762739,44.47331746,143.4148006,50.23573927,60.56849875,215.9953192,135.609536,143.1220462,155.2286699,124.9121214,105.2931922,156.594073,153.105764,109.9227411,87.75260104,60.0445628,70.57455995,53.57460478,68.7214729,77.13268551,69.94360373
FBgn0037061,128.0923103,43.87127909,38.81107134,78.05652365,120.8710115,0.403383093,61.48394108,58.36491292,15.21290233,114.7162207,170.632208,53.46188767,164.3331361,0,17.84617219,46.97660158,23.34203697,68.20474649,25.26074299,111.3662275,58.45537756,48.8545516,45.70447971,43.81630259,57.42831839,46.07416011,35.89927689,70.48331607,49.57168031
